episode,score,epsilon,budget,uncertainty
159,15.0,0.05,24168,0.03169566683498621
160,17.0,0.05,24117,0.033821689003019545
161,20.0,0.05,24087,0.03155691935874496
162,18.0,0.05,24057,0.03166108873941238
163,21.0,0.05,24029,0.03217519495941361
164,12.0,0.05,23984,0.03334181608963173
165,19.0,0.05,23962,0.029304490933250646
166,9.0,0.05,23923,0.030428486874374095
167,13.0,0.05,23898,0.029331220279232077
168,12.0,0.05,23866,0.028818825320294547
169,19.0,0.05,23839,0.029197077213576443
170,17.0,0.05,23812,0.02867519289832718
171,16.0,0.05,23783,0.029303178630549286
172,17.0,0.05,23742,0.030295122004230506
173,12.0,0.05,23705,0.030450807075024712
174,14.0,0.05,23680,0.02741934844249603
175,17.0,0.05,23658,0.027219827299860673
176,15.0,0.05,23642,0.02617564070542149
177,19.0,0.05,23626,0.02517044344045942
178,19.0,0.05,23605,0.026990612434065923
179,16.0,0.05,23577,0.02658115767646387
180,19.0,0.05,23565,0.025720371073183385
181,19.0,0.05,23548,0.025730569348412263
182,13.0,0.05,23528,0.025369448044900805
183,10.0,0.05,23503,0.02558551248862645
184,14.0,0.05,23491,0.02422703648974866
185,16.0,0.05,23474,0.025937482349061253
186,15.0,0.05,23456,0.02436894593929312
187,17.0,0.05,23445,0.02381284759274581
188,18.0,0.05,23428,0.02497266802147058
189,19.0,0.05,23416,0.02315370370189597
190,17.0,0.05,23398,0.024368189203977403
191,18.0,0.05,23379,0.023411105403458688
192,17.0,0.05,23363,0.02263386485165042
193,17.0,0.05,23352,0.022112016311089885
194,13.0,0.05,23335,0.022558323795659606
195,18.0,0.05,23319,0.021167814605618715
196,8.0,0.05,23301,0.022177266944766908
197,13.0,0.05,23284,0.022395660204631795
198,19.0,0.05,23277,0.02169587807364111
199,18.0,0.05,23270,0.02173427249840484
200,19.0,0.05,23263,0.02060851179383528
201,18.0,0.05,23254,0.02016028610267086
202,14.0,0.05,23241,0.020963182635255543
203,17.0,0.05,23230,0.021593991858992998
204,8.0,0.05,23206,0.02293216389020706
205,19.0,0.05,23197,0.021335060917598597
206,19.0,0.05,23183,0.02222874193958268
207,15.0,0.05,23170,0.02048175458365519
208,16.0,0.05,23157,0.021262117558176603
209,12.0,0.05,23146,0.02052320054984785
210,17.0,0.05,23139,0.02003914386108715
211,14.0,0.05,23129,0.019625721670505174
212,13.0,0.05,23118,0.02119803086362035
213,15.0,0.05,23111,0.020884643084008964
214,14.0,0.05,23090,0.022104259836963795
215,17.0,0.05,23082,0.021646806272634517
216,21.0,0.05,23078,0.019902648995750755
217,16.0,0.05,23067,0.01959746320706166
218,21.0,0.05,23063,0.018594322090351015
219,16.0,0.05,23055,0.02033927768154282
220,19.0,0.05,23049,0.0188093097357592
221,14.0,0.05,23037,0.02054632232621357
222,19.0,0.05,23031,0.0194278194505552
223,17.0,0.05,23022,0.019533713465000713
224,16.0,0.05,23016,0.019575110994425216
225,16.0,0.05,23009,0.01932322145100901
226,16.0,0.05,23003,0.019150017153412146
227,12.0,0.05,22993,0.0182784712083459
228,19.0,0.05,22981,0.019164102122579105
229,20.0,0.05,22977,0.018027126294727493
230,16.0,0.05,22971,0.018327878313998337
231,17.0,0.05,22967,0.018077555495759495
232,16.0,0.05,22963,0.019136296496253726
233,17.0,0.05,22957,0.018888210487816946
234,14.0,0.05,22949,0.018239187223725317
235,16.0,0.05,22943,0.018740173015092544
236,19.0,0.05,22938,0.018085974356651182
237,18.0,0.05,22929,0.018015209849443777
238,12.0,0.05,22918,0.018950611009791386
239,19.0,0.05,22913,0.01829291672182336
240,15.0,0.05,22911,0.018156434562347997
241,14.0,0.05,22910,0.018524869665873484
242,16.0,0.05,22901,0.019954571538213527
243,17.0,0.05,22895,0.019334105203954535
244,20.0,0.05,22886,0.018401772579178743
245,17.0,0.05,22876,0.01886429814645179
246,17.0,0.05,22871,0.018655457353109823
247,19.0,0.05,22866,0.01819708114644622
248,16.0,0.05,22860,0.018680246715597596
249,20.0,0.05,22853,0.01879401635207382
250,14.0,0.05,22841,0.019102795808583654
251,19.0,0.05,22836,0.018272694226234797
252,18.0,0.05,22832,0.018863248409359917
253,19.0,0.05,22826,0.018414073488533328
254,15.0,0.05,22815,0.01964520590042129
255,21.0,0.05,22813,0.01692380293757523
256,18.0,0.05,22806,0.01778097170888886
257,18.0,0.05,22802,0.016885152351875734
258,19.0,0.05,22798,0.01613809872235239
259,19.0,0.05,22795,0.015424896105600213
260,18.0,0.05,22793,0.016146790786809202
261,19.0,0.05,22790,0.016185050783809694
262,20.0,0.05,22785,0.015091993702938023
263,21.0,0.05,22779,0.015275444991511242
264,17.0,0.05,22776,0.016183013421645936
265,17.0,0.05,22772,0.015325054587182503
266,18.0,0.05,22766,0.015980460055465603
267,14.0,0.05,22761,0.015794644330352575
268,13.0,0.05,22752,0.015775187523002533
269,20.0,0.05,22747,0.015396293303093262
270,20.0,0.05,22743,0.015080065927404414
271,20.0,0.05,22742,0.01548468022286316
272,20.0,0.05,22735,0.01628399209231122
273,20.0,0.05,22732,0.014790271294567213
274,21.0,0.05,22730,0.014588698052904362
275,20.0,0.05,22728,0.013460498056995117
276,18.0,0.05,22718,0.015173500930999385
277,14.0,0.05,22709,0.01525989682675032
278,20.0,0.05,22705,0.01447049517449271
279,15.0,0.05,22698,0.016131460156509805
280,19.0,0.05,22694,0.014945932024011647
281,16.0,0.05,22690,0.016121650534266944
282,18.0,0.05,22687,0.01612965732847652
283,19.0,0.05,22683,0.015314754711487123
284,19.0,0.05,22681,0.01563970367564179
285,15.0,0.05,22673,0.01643374479149743
286,17.0,0.05,22659,0.016868567851855608
287,20.0,0.05,22653,0.01684005745534152
288,16.0,0.05,22648,0.015851177372773476
289,14.0,0.05,22641,0.01702498055874949
290,15.0,0.05,22635,0.01621662303359443
291,20.0,0.05,22634,0.014241731978617693
292,18.0,0.05,22631,0.016171231257071872
293,15.0,0.05,22624,0.017163830045641107
294,20.0,0.05,22619,0.016093261974248322
295,19.0,0.05,22617,0.016611365257710224
296,17.0,0.05,22609,0.017151336055643035
297,21.0,0.05,22609,0.015054003074029806
298,15.0,0.05,22608,0.016286142884074723
299,16.0,0.05,22600,0.01675925452724907
